product_id,variant_id,handle,title,description,price,compare_at_price,cost,sku,cj_product_id,cj_variant_id,category_primary,category_secondary,pet_type,collection,image_urls,status
1991248814751649793,,raised-pet-food-elevated-feeder-with-2-stainless-bowls,Raised Pet Food Elevated Feeder with 2 Stainless Bowls,,9.95,38.66,,,,,feeding,accessories,dog,dogs,/media/products/1991248814751649793/0_c5e6c94319cc.jpg,active
1991061266784509954,,dog-chew-toy-with-rubber-tire-tug-of-war-rope-for-medium-large-dogs-aggressive-c,"Dog Chew Toy With Rubber Tire & Tug Of War Rope For Medium Large Dogs Aggressive Chewers, Interactiv",,9.95,7.66,,,,,toys,accessories,dog,dogs,/media/products/1991061266784509954/0_09a16e23d003.jpg|/media/products/1991061266784509954/1_07727abe32e3.jpg|/media/products/1991061266784509954/2_146cdf627795.png|/media/products/1991061266784509954/3_2c6a71e1a937.png|/media/products/1991061266784509954/4_a96ecb941514.jpg|/media/products/1991061266784509954/5_005a898d6912.jpg|/media/products/1991061266784509954/6_95cc39c72ad8.png|/media/products/1991061266784509954/7_f9092fb98565.png,active
1991089054435762178,,pet-stroller-4-wheels-dog-stroller-rotate-with-brakes-299-kg-weight-capacity-pup,"Pet Stroller, 4 Wheels Dog Stroller Rotate With Brakes, 29.9 Kg Weight Capacity, Puppy Stroller With",,9.95,181.51,,,,,accessories,accessories,dog,dogs,/media/products/1991089054435762178/0_6ad6af18c19f.jpg|/media/products/1991089054435762178/1_44c116000d29.jpg|/media/products/1991089054435762178/2_21f9ca00b29e.jpg|/media/products/1991089054435762178/3_997ba6395e84.jpg|/media/products/1991089054435762178/4_fb2d3ddbede5.jpg,active
1991245205112655874,,foldable-pet-swimming-pool,Foldable Pet Swimming Pool,,9.95,29.56,,,,,accessories,accessories,dog,dogs,/media/products/1991245205112655874/0_45fc5cd1865a.jpg|/media/products/1991245205112655874/1_8aa4afdaef2d.jpg|/media/products/1991245205112655874/2_9e961916f329.jpg|/media/products/1991245205112655874/3_b9d8a58d082e.jpg|/media/products/1991245205112655874/4_63b9e545940b.jpg|/media/products/1991245205112655874/5_3a697a1e1fea.jpg|/media/products/1991245205112655874/6_4c9d1b8e307e.jpg|/media/products/1991245205112655874/7_6bdb0a38a095.jpg,active
1991249103250513921,,pet-feeding-station,Pet Feeding Station,,9.95,134.8,,,,,feeding,accessories,dog,dogs,/media/products/1991249103250513921/0_6a4523b80f35.jpg|/media/products/1991249103250513921/1_76526d92da34.jpg|/media/products/1991249103250513921/2_97cfc4ed7f0e.jpg|/media/products/1991249103250513921/3_2f6688f54b97.jpg|/media/products/1991249103250513921/4_726e02d1e5f6.jpg|/media/products/1991249103250513921/5_7772d6ba4ba2.jpg|/media/products/1991249103250513921/6_87baea36a1f3.jpg|/media/products/1991249103250513921/7_d152b3a08516.jpg,active
1991247435350597634,,pet-sofa-dog-sofa-for-small-dogs-with-storage,Pet Sofa Dog Sofa for Small Dogs with Storage,,9.95,91.7,,,,,accessories,accessories,dog,dogs,/media/products/1991247435350597634/0_1c2719e53b3d.jpg,active
1991244853858525186,,pet-stroller-foldable-dog-cat-travel-carriage-with-adjustable-handlebar-pvc-whee,Pet Stroller Foldable Dog Cat Travel Carriage with Adjustable Handlebar PVC Wheel Brake Storage Bag ,,9.95,352.48,,,,,travel,accessories,dog,dogs,/media/products/1991244853858525186/0_15e32f21da18.jpg,active
1991245633315397633,,44-strong-pet-dog-crate-mobility-cage-w-playpen-removeable-tray,44'' Strong Pet Dog Crate Mobility Cage w/ Playpen & Removeable Tray,,9.95,240.88,,,,,travel,accessories,dog,dogs,/media/products/1991245633315397633/0_285260c68fc8.jpg|/media/products/1991245633315397633/1_bd49b91fe87a.jpg|/media/products/1991245633315397633/2_471f19b73e4b.jpg|/media/products/1991245633315397633/3_6bfa93c17e7b.jpg|/media/products/1991245633315397633/4_0c0ea8bb0113.jpg|/media/products/1991245633315397633/5_247441909ccb.jpg|/media/products/1991245633315397633/6_2f0354ced57d.jpg|/media/products/1991245633315397633/7_8970cb05d315.jpg,active
1998322673329934337,,tiara-shaped-convertible-dog-bed-and-sofa-228188157-2-in-1-luxurious-pet-bed-wit,"Tiara-Shaped Convertible Dog Bed And Sofa - 22.8""×18.8""×15.7"" - 2-in-1 Luxurious Pet Bed With Plush ",,9.95,52.21,,,,,beds,accessories,dog,dogs,/media/products/1998322673329934337/0_66467621489c.jpg,active
1998322616719413249,,large-dog-bed-67x43x8-inches-super-soft-machine-washable-portable-with-handles-n,"Large Dog Bed 67x43x8 Inches - Super Soft, Machine Washable & Portable With Handles, Non-Slip Bottom",,9.95,94.3,,,,,beds,accessories,dog,dogs,/media/products/1998322616719413249/0_18a943381dd4.jpg,active
1996839415274844162,,dog-ramp,Dog Ramp,,9.95,224.54,,,,,accessories,accessories,dog,dogs,/media/products/1996839415274844162/0_ec8f23203d90.jpg|/media/products/1996839415274844162/1_cb59a5d20244.jpg|/media/products/1996839415274844162/2_5cd187d962e9.jpg|/media/products/1996839415274844162/3_2eb198471366.jpg|/media/products/1996839415274844162/4_c4dc6baa2112.jpg|/media/products/1996839415274844162/5_98929388f39b.jpg,active
1996846464031129601,,the-new-dual-color-embossed-pet-leash-set-is-a-pet-product-that-combines-appeara,"The New Dual-Color Embossed Pet Leash Set Is A Pet Product That Combines Appearance, Fun And Practic",,9.95,15.86,,,,,grooming,accessories,dog,dogs,/media/products/1996846464031129601/0_a6df50eb5508.jpg|/media/products/1996846464031129601/1_241c8b978971.jpg|/media/products/1996846464031129601/2_4e7eba0f1e18.png|/media/products/1996846464031129601/3_42963d0ff21b.jpg|/media/products/1996846464031129601/4_793c071cccde.jpg|/media/products/1996846464031129601/5_98730a4e3599.jpg|/media/products/1996846464031129601/6_d43d8e84cb59.jpg|/media/products/1996846464031129601/7_adf6321ca9d8.jpg,active
1996830523526524930,,uv-printing-camouflage-embossed-pet-leash-set-is-a-perfect-combination-of-style-,UV Printing Camouflage Embossed Pet Leash Set Is A Perfect Combination Of Style And Functionality Sp,,9.95,15.21,,,,,grooming,accessories,dog,dogs,/media/products/1996830523526524930/0_58b01c5d9caf.jpg|/media/products/1996830523526524930/1_65810e5d7847.jpg|/media/products/1996830523526524930/2_935d5198050f.jpg|/media/products/1996830523526524930/3_d8448c926678.jpg|/media/products/1996830523526524930/4_40cc3c0866a0.jpg|/media/products/1996830523526524930/5_a7428ea61dae.jpg|/media/products/1996830523526524930/6_79fbe9b20850.jpg|/media/products/1996830523526524930/7_a507faa4a07d.jpg,active
1996836586367791105,,2-in-1-dog-crate-end-table-rustic-brown-88lbs-capacity-farmhouse-style-325x185x2,"2-in-1 Dog Crate End Table - Rustic Brown, 88lbs Capacity, Farmhouse Style, 32.5""x18.5""x23.5""",,9.95,115.49,,,,,travel,accessories,dog,dogs,/media/products/1996836586367791105/0_c36c73b41e23.jpg|/media/products/1996836586367791105/1_fa6af28b7c84.jpg|/media/products/1996836586367791105/2_3b1a6001623f.jpg|/media/products/1996836586367791105/3_4150927c7fea.jpg|/media/products/1996836586367791105/4_54b8f52c5aea.jpg|/media/products/1996836586367791105/5_b5ba59f6bd03.jpg,active
1996870075989405697,,honeycomb-embossed-dual-color-pet-leash-set-is-stylish-and-fashionable-the-embos,Honeycomb Embossed Dual-Color Pet Leash Set Is Stylish And Fashionable. The Embossed Surface Enhance,,9.95,13.52,,,,,grooming,accessories,dog,dogs,/media/products/1996870075989405697/0_e2d99b4ecbad.jpg|/media/products/1996870075989405697/1_302d89012b96.jpg|/media/products/1996870075989405697/2_5272f4a1cafc.jpg|/media/products/1996870075989405697/3_72c009ee93a6.jpg|/media/products/1996870075989405697/4_f9065cb0305e.jpg|/media/products/1996870075989405697/5_70ae980b33aa.jpg|/media/products/1996870075989405697/6_f4c221191d3f.jpg|/media/products/1996870075989405697/7_456e840c5b65.jpg,active
1996493861430915074,,adjustable-bandana-leather-pet-collar-triangle-scarf,Adjustable Bandana Leather Pet Collar Triangle Scarf,,9.95,12.31,,,,,accessories,accessories,dog,dogs,/media/products/1996493861430915074/0_f462364867da.jpg|/media/products/1996493861430915074/1_c536397b68b1.jpg|/media/products/1996493861430915074/2_a0c62d247910.jpg|/media/products/1996493861430915074/3_00b261dc920c.jpg|/media/products/1996493861430915074/4_75df8746704c.jpg|/media/products/1996493861430915074/5_be2a8319a0a0.jpg|/media/products/1996493861430915074/6_0b015b088448.jpg|/media/products/1996493861430915074/7_361a5c8c0496.jpg,active
1996128475470004225,,premium-plush-dog-bed-with-removable-washable-cover-all-season-anti-slip-pet-mat,"Premium Plush Dog Bed With Removable Washable Cover - All-Season Anti-Slip Pet Mat For Dogs & Cats, ",,9.95,37.57,,,,,beds,accessories,dog,dogs,/media/products/1996128475470004225/0_bb9341aac643.jpg|/media/products/1996128475470004225/1_7d4188a29940.jpg|/media/products/1996128475470004225/2_d812ecbb9976.jpg|/media/products/1996128475470004225/3_1ada2b75e10b.jpg|/media/products/1996128475470004225/4_01f374fd0228.jpg|/media/products/1996128475470004225/5_9f340eb14fda.jpg|/media/products/1996128475470004225/6_03f69a3c6f49.jpg|/media/products/1996128475470004225/7_d72874a993c0.jpg,active
1995425463360872450,,dog-playpen-indoor-fence-height-metal-exercise-pen-with-door-small-puppy-medium-,Dog Playpen Indoor Fence Height Metal Exercise Pen With Door Small Puppy Medium Large Dogs Animal Pe,,9.95,166.93,,,,,accessories,accessories,dog,dogs,/media/products/1995425463360872450/0_7e7ad85ee320.png|/media/products/1995425463360872450/1_5feae8a3ec47.png|/media/products/1995425463360872450/2_c93fbaa9dcb7.png|/media/products/1995425463360872450/3_5728a828273f.png|/media/products/1995425463360872450/4_bce80ab96b01.png|/media/products/1995425463360872450/5_149629e08dcf.png,active
1994702521858703361,,472-mobile-dog-crate-with-flip-top-feeding-door-dual-access-5-caster-system-2-lo,"47.2 Mobile Dog Crate With Flip-Top Feeding Door, Dual-Access & 5 Caster System 2 Locking, Side Hook",,183.07,237.99,,,,,feeding,accessories,dog,dogs,/media/products/1994702521858703361/0_38211ae821f5.jpg|/media/products/1994702521858703361/1_23f25421fb93.jpg|/media/products/1994702521858703361/2_53767318b564.jpg|/media/products/1994702521858703361/3_376fad3cb740.jpg|/media/products/1994702521858703361/4_54de8e59132c.jpg|/media/products/1994702521858703361/5_6746ad3c0f4c.jpg,draft
1993164615406215169,,interactive-dog-treat-ball-a-chewing-toy-suitable-for-small-and-medium-sized-dog,"Interactive Dog Treat Ball, A Chewing Toy Suitable For Small And Medium-sized Dogs.",,9.95,14.2,,,,,toys,accessories,dog,dogs,/media/products/1993164615406215169/0_0dccf7b5376c.png|/media/products/1993164615406215169/1_c969e2a1142e.png|/media/products/1993164615406215169/2_bacab3aa7a2c.png|/media/products/1993164615406215169/3_ba780c036d72.png|/media/products/1993164615406215169/4_87af58295d52.png|/media/products/1993164615406215169/5_f2c6ca0004cd.png|/media/products/1993164615406215169/6_9252fd364da6.png|/media/products/1993164615406215169/7_26ca3e48fe2d.png,active
1992943318395023361,,dog-ramp-folding-pet-ramp-for-bed-adjustable-dog-ramp-for-small-large-old-dogs-c,"Dog Ramp, Folding Pet Ramp For Bed, Adjustable Dog Ramp For Small, Large, Old Dogs & Cats, Wooden Pe",,9.95,74.14,,,,,beds,accessories,dog,dogs,/media/products/1992943318395023361/0_a2d701c44d2d.jpg|/media/products/1992943318395023361/1_d6363795e14e.jpg|/media/products/1992943318395023361/2_86f5cb688b59.jpg|/media/products/1992943318395023361/3_72d181ede9c1.jpg|/media/products/1992943318395023361/4_840d56e4930a.jpg|/media/products/1992943318395023361/5_6e587e62d950.jpg,active
1992942895668576257,,dog-dryer-2800w43hp-dog-blow-dryer-pet-grooming-dryer-with-adjustable-speed-and-,"Dog Dryer, 2800W/4.3HP Dog Blow Dryer, Pet Grooming Dryer With Adjustable Speed And Temperature Cont",,9.95,76.53,,,,,grooming,accessories,dog,dogs,/media/products/1992942895668576257/0_16d9cf57a610.jpg|/media/products/1992942895668576257/1_85fe30e942bb.jpg|/media/products/1992942895668576257/2_24ac71ba22ae.jpg|/media/products/1992942895668576257/3_7fb18a296793.jpg|/media/products/1992942895668576257/4_a9f60e49c899.jpg|/media/products/1992942895668576257/5_8d051bd06162.jpg,active
1992943707889639426,,dog-whelping-box-with-window-transparent-playpen-for-medium-dog-60x39x23-in,Dog Whelping Box With Window Transparent Playpen For Medium Dog 60x39x23 In,,9.95,159.06,,,,,accessories,accessories,dog,dogs,/media/products/1992943707889639426/0_b81c60b1296d.jpg|/media/products/1992943707889639426/1_ab56aa9694b2.jpg|/media/products/1992943707889639426/2_39bf19dc3126.jpg|/media/products/1992943707889639426/3_68a22a49b0fc.jpg|/media/products/1992943707889639426/4_4893ebbae0b7.jpg|/media/products/1992943707889639426/5_94663a118e8e.jpg,active
1993013779396075521,,puppy-dog-whelping-pen-box-adjustable-door-height-for-medium-dogs-73x38x197-in,Puppy Dog Whelping Pen Box Adjustable Door Height For Medium Dogs 73x38x19.7 In,,9.95,224.83,,,,,accessories,accessories,dog,dogs,/media/products/1993013779396075521/0_3e8524ee2761.jpg|/media/products/1993013779396075521/1_ddce1a4b7126.jpg|/media/products/1993013779396075521/2_2f3531b700ac.jpg|/media/products/1993013779396075521/3_23776b57b409.jpg|/media/products/1993013779396075521/4_85d9dc96726a.jpg|/media/products/1993013779396075521/5_a6fa7c96cdf2.jpg,active
1992943361081131009,,dog-ramp-folding-pet-ramp-for-bed-adjustable-dog-ramp-for-small-large-old-dogs-c,"Dog Ramp, Folding Pet Ramp For Bed, Adjustable Dog Ramp For Small, Large, Old Dogs & Cats, Wooden Pe",,9.95,102.84,,,,,beds,accessories,dog,dogs,/media/products/1992943361081131009/0_707fa45cbab0.jpg|/media/products/1992943361081131009/1_852b8f19b45b.jpg|/media/products/1992943361081131009/2_fde7f0f24d86.jpg|/media/products/1992943361081131009/3_e55603c69925.jpg|/media/products/1992943361081131009/4_857568c3b6d8.jpg|/media/products/1992943361081131009/5_ba16929ac8c9.jpg,active
